Date;Session Title;Player Name;Split Name;Tags;Split Start Time;Split End Time;Duration;Distance (km);Sprint Distance (m);Sprints;Power Plays;Accelerations;Decelerations;Energy (kcal);Impacts;Top Speed (km/h);Distance Per Min (m/min);Power Score (w/kg);Decelerations Per Min;Accelerations Per Min;Player Load;Sprint Distance Per Min (m/min);Work Ratio;Distance in Speed Zone 1  (km);Distance in Speed Zone 2  (km);Distance in Speed Zone 3  (km);Distance in Speed Zone 4  (km);Distance in Speed Zone 5  (km);Time in Speed Zone 1 (secs);Time in Speed Zone 2 (secs);Time in Speed Zone 3 (secs);Time in Speed Zone 4 (secs);Time in Speed Zone 5 (secs);Impact Zones: 3 - 5 G (Impacts);Impact Zones: 5 - 10 G (Impacts);Impact Zones: 10 - 15 G (Impacts);Impact Zones: 15 - 20 G (Impacts);Impact Zones: > 20 G (Impacts);Power Play Duration Zones: 0 - 2,5 s (Power Plays);Power Play Duration Zones: 2,5 - 5 s (Power Plays);Power Play Duration Zones: 5 - 7,5 s (Power Plays);Power Play Duration Zones: 7,5 - 10 s (Power Plays);Power Play Duration Zones: > 10 s (Power Plays);Distance in Deceleration Zones: 0 - 1 m/s/s  (km);Distance in Deceleration Zones: 1 - 2 m/s/s  (km);Distance in Deceleration Zones: 2 - 3 m/s/s  (km);Distance in Deceleration Zones: 3 - 4 m/s/s  (km);Distance in Deceleration Zones: > 4 m/s/s  (km);Time in Deceleration Zones: 0 - 1 m/s/s (secs);Time in Deceleration Zones: 1 - 2 m/s/s (secs);Time in Deceleration Zones: 2 - 3 m/s/s (secs);Time in Deceleration Zones: 3 - 4 m/s/s (secs);Time in Deceleration Zones: > 4 m/s/s (secs);Distance in Acceleration Zones: 0 - 1 m/s/s  (km);Distance in Acceleration Zones: 1 - 2 m/s/s  (km);Distance in Acceleration Zones: 2 - 3 m/s/s  (km);Distance in Acceleration Zones: 3 - 4 m/s/s  (km);Distance in Acceleration Zones: > 4 m/s/s  (km);Time in Acceleration Zones: 0 - 1 m/s/s (secs);Time in Acceleration Zones: 1 - 2 m/s/s (secs);Time in Acceleration Zones: 2 - 3 m/s/s (secs);Time in Acceleration Zones: 3 - 4 m/s/s (secs);Time in Acceleration Zones: > 4 m/s/s (secs);Distance in Power Zone: 0 - 5 w/kg  (km);Distance in Power Zone: 5 - 10 w/kg  (km);Distance in Power Zone: 10 - 15 w/kg  (km);Distance in Power Zone: 15 - 20 w/kg  (km);Distance in Power Zone: 20 - 25 w/kg  (km);Distance in Power Zone: 25 - 30 w/kg  (km);Distance in Power Zone: 30 - 35 w/kg  (km);Distance in Power Zone: 35 - 40 w/kg  (km);Distance in Power Zone: 40 - 45 w/kg  (km);Distance in Power Zone: 45 - 50 w/kg  (km);Distance in Power Zone: > 50 w/kg  (km);Time in Power Zone: 0 - 5 w/kg (secs);Time in Power Zone: 5 - 10 w/kg (secs);Time in Power Zone: 10 - 15 w/kg (secs);Time in Power Zone: 15 - 20 w/kg (secs);Time in Power Zone: 20 - 25 w/kg (secs);Time in Power Zone: 25 - 30 w/kg (secs);Time in Power Zone: 30 - 35 w/kg (secs);Time in Power Zone: 35 - 40 w/kg (secs);Time in Power Zone: 40 - 45 w/kg (secs);Time in Power Zone: 45 - 50 w/kg (secs);Time in Power Zone: > 50 w/kg (secs);Time in HR Load Zone 0% - 60% Max HR(secs);Time in HR Load Zone 60% - 75% Max HR (secs);Time in HR Load Zone 75% - 85% Max HR (secs);Time in HR Load Zone 85% - 96% Max HR (secs);Time in HR Load Zone 96% - 100% Max HR (secs);Accelerations Zone Count: 0 - 1 m/s/s;Accelerations Zone Count: 1 - 2 m/s/s;Accelerations Zone Count: 2 - 3 m/s/s;Accelerations Zone Count: 3 - 4 m/s/s;Accelerations Zone Count: > 4 m/s/s;Deceleration Zone Count: 0 - 1 m/s/s;Deceleration Zone Count: 1 - 2 m/s/s;Deceleration Zone Count: 2 - 3 m/s/s;Deceleration Zone Count: 3 - 4 m/s/s;Deceleration Zone Count: > 4 m/s/s
45326;Jogo Of 6 Audax Rio 0x1 Bangu;Wanderson Otavio;all; game; 45326,888700231;45326,986221065;"8426";9,698;620,759;22;76;71;82;1158,3147;5;29,3922;69,0574;5,4782;0,5839;0,5056;426,7561;4,4203;26,4349;"4,8149";"2,6781";"1,5841";"0,5514";"0,0694";"7080,6";"893,9";"350,8";"90,9";"9,4";"301";"5";"0";"0";"0";"0";"40";"25";"9";"2";"3,9161";"0,7501";"0,2308";"0,0814";"0,0364";"2881,5";"295,5";"77,9";"23,1";"10,3";"3,6319";"0,7902";"0,1987";"0,0513";"0,0111";"4708,1";"323,9";"76,6";"23";"5,7";"2,1926";"2,6737";"1,646";"1,2802";"0,713";"0,4657";"0,2678";"0,1561";"0,0917";"0,0625";"0,1486";"5380,3";"1682";"580,9";"351";"167,9";"101";"58,5";"34,7";"20,6";"13,7";"35";"8425,8";"0";"0";"0";"0";"0";"186";"129";"51";"20";"0";"177";"111";"46";"36"
45333;Treino Tecnico 11-02-24;Wanderson Otavio;all; training; 45333,423570602;45333,480146991;"4888";5,468;373,767;12;59;87;70;687,0743;0;27,9122;67,1192;5,601;0,8592;1,0679;271,5503;4,588;22,5768;"2,8292";"1,3428";"0,9222";"0,3302";"0,0436";"4173,1";"453,6";"200,9";"54,7";"5,9";"140";"0";"0";"0";"0";"0";"40";"16";"3";"0";"2,1446";"0,484";"0,1823";"0,0739";"0,038";"2041";"199,3";"63,4";"22,4";"10,3";"1,8389";"0,4368";"0,1955";"0,0584";"0,0156";"2232,9";"197,1";"83";"30,1";"8,7";"1,6084";"1,2335";"0,7616";"0,6375";"0,4451";"0,2843";"0,1434";"0,0864";"0,0789";"0,0529";"0,1361";"3371,9";"772,9";"278,4";"178,2";"103,8";"63,1";"32,8";"21,2";"19,1";"12,4";"34,4";"0";"0";"0";"0";"0";"0";"80";"83";"52";"35";"0";"89";"83";"42";"28"
45334;Treino Tecnico 12-02-24;Wanderson Otavio;all; training; 45334,703247685;45334,757697917;"4704";3,0261;54,103;0;17;27;25;354,6661;1;22,3922;38,5977;3,0041;0,3189;0,3444;155,6622;0,6901;12,3307;"1,8737";"0,775";"0,3232";"0,0541";"0";"4357,8";"265,7";"71,7";"9,3";"0";"96";"1";"0";"0";"0";"0";"15";"2";"0";"0";"1,2789";"0,2269";"0,081";"0,0218";"0,009";"1528,3";"106";"28,2";"7,3";"2,5";"1,1036";"0,2165";"0,0688";"0,0169";"0,0027";"2876,5";"114,5";"31,9";"7,8";"1,5";"1,1596";"0,7204";"0,4937";"0,2917";"0,1585";"0,068";"0,0486";"0,0281";"0,0147";"0,0107";"0,032";"3898,3";"444,3";"183,1";"84";"40,4";"18,8";"12,8";"7,9";"3,9";"2,8";"8,2";"0";"0";"0";"0";"0";"0";"70";"50";"20";"7";"0";"62";"42";"18";"7"
45320;Jg Of 4 Audax Rio 0x1 Boa Vista;Patrick Machado;all; game; 45320,850506944;45320,946877315;"8326";10,9679;769,278;28;82;82;87;1243,2123;3;29,9842;79,0387;6,2162;0,627;0,5909;431,1886;5,5437;29,2131;"5,765";"2,6823";"1,7514";"0,6864";"0,0829";"6940";"874,7";"386,6";"114";"11,1";"263";"2";"1";"0";"0";"0";"47";"16";"13";"6";"4,4784";"0,7971";"0,2424";"0,0849";"0,0475";"3271,7";"313,2";"74,9";"25,3";"13,4";"4,251";"0,7677";"0,2246";"0,0598";"0,0146";"4198,9";"313,8";"83,4";"25";"6,8";"2,439";"3,3086";"1,6371";"1,4117";"0,8579";"0,5259";"0,2662";"0,1672";"0,1088";"0,0774";"0,1682";"4750,6";"2145,1";"565,8";"381,6";"197,3";"110,4";"57,8";"36,8";"24,3";"17,1";"39,6";"8326,4";"0";"0";"0";"0";"0";"168";"119";"56";"26";"0";"175";"99";"47";"40"
45323;Jg Of 5 V Redonda 2x0 Audax Rio;Patrick Machado;all; game; 45323,789708333;45323,88162037;"7941";11,5191;849,471;33;102;105;105;1331,9423;4;30,0802;87,0353;6,9834;0,7934;0,7934;466,4885;6,4184;33,7745;"5,5694";"2,9716";"2,1287";"0,725";"0,1245";"6354,1";"982,8";"467,3";"120,5";"16,5";"296";"4";"0";"0";"0";"0";"53";"30";"14";"5";"4,563";"0,9571";"0,2967";"0,0906";"0,0397";"3022,8";"366";"96,9";"28,4";"11,9";"4,324";"0,8866";"0,2722";"0,0679";"0,0213";"3915,4";"356,4";"103,3";"29";"11,1";"2,2535";"3,3051";"1,8464";"1,5546";"1,0716";"0,5684";"0,2935";"0,2092";"0,1304";"0,0775";"0,2088";"4194,4";"2107,4";"649";"419,1";"244,1";"122,2";"64,2";"45,5";"29,3";"17,7";"48,3";"7941,2";"0";"0";"0";"0";"0";"192";"155";"71";"34";"0";"209";"138";"62";"43"
45324;Treino Tecnico G2 - 02-02-24;Pablo Lima;all; training; 45324,706225694;45324,753396991;"4075";4,3969;120,623;2;27;73;51;653,1825;0;30,3202;64,7398;5,3862;0,7509;1,0748;205,7905;1,776;24,6203;"2,3188";"1,323";"0,6345";"0,1065";"0,0141";"3468,8";"444,3";"142,7";"17,9";"1,8";"65";"0";"0";"0";"0";"0";"23";"3";"1";"0";"1,685";"0,5011";"0,1342";"0,0458";"0,0143";"1558,2";"226,7";"50";"14,4";"4";"1,4424";"0,3734";"0,1442";"0,046";"0,0104";"1924,8";"202";"66,7";"23,1";"5,6";"1,0947";"1,2243";"0,7922";"0,59";"0,278";"0,1361";"0,087";"0,0484";"0,0375";"0,0276";"0,0809";"2665,3";"772,4";"287,1";"166,1";"73,3";"36";"23,2";"12,9";"10,1";"7,9";"21,2";"4075,6";"0";"0";"0";"0";"0";"105";"76";"49";"24";"0";"123";"78";"36";"15"
45320;Jg Of 4 Audax Rio 0x1 Boa Vista;Italo Barbosa;all; game; 45320,850814815;45320,913960648;"5456";7,6322;545,97;18;57;63;73;965,7507;6;30,7682;83,9318;6,764;0,8028;0,6928;321,5803;6,0041;30,6835;"3,7422";"2,1893";"1,1548";"0,3785";"0,1675";"4383,8";"733,7";"254,5";"62";"21,7";"224";"6";"0";"0";"0";"0";"34";"17";"3";"3";"2,9668";"0,6599";"0,2008";"0,0698";"0,0458";"2389,3";"254,7";"61,3";"19,8";"11,6";"2,8057";"0,6172";"0,2131";"0,0454";"0,0077";"2367,4";"250,5";"78,3";"18,8";"4";"1,8177";"1,9534";"1,342";"0,958";"0,5588";"0,3272";"0,2085";"0,1509";"0,071";"0,0607";"0,1839";"3129,2";"1232,2";"475,8";"268,4";"136,3";"71,1";"44,4";"31,3";"15,5";"13,3";"38,2";"0";"0";"0";"0";"0";"0";"164";"102";"44";"19";"0";"159";"89";"44";"29"
45323;Jg Of 5 V Redonda 2x0 Audax Rio;Italo Barbosa;all; game; 45323,862179398;45323,881040509;"1630";2,7381;447,929;12;22;24;26;355,1722;0;30,9922;100,7895;8,3377;0,9571;0,8834;122,4455;16,4882;37,8621;"1,19";"0,6502";"0,45";"0,2672";"0,1807";"1249";"213,7";"99,9";"43,9";"23,1";"71";"0";"0";"0";"0";"0";"7";"5";"9";"1";"1,071";"0,2509";"0,0625";"0,0255";"0,0225";"697,3";"93,1";"20,8";"7,3";"5,5";"0,9644";"0,2374";"0,0815";"0,0202";"0,0023";"668,8";"99,3";"28,5";"7,9";"1,1";"0,5495";"0,6358";"0,3657";"0,3825";"0,2383";"0,1748";"0,1185";"0,0884";"0,0416";"0,0401";"0,1027";"833,9";"402,4";"129,9";"102,8";"55";"35,8";"21,6";"14,8";"7,3";"6,7";"19,4";"0";"0";"0";"0";"0";"0";"50";"36";"20";"4";"0";"43";"31";"12";"14"
45327;Treino Tecnico G2 05-02-24;Italo Barbosa;all; training; 45327,690655093;45327,754892361;"5550";4,749;314,549;10;30;115;87;638,947;10;28,7602;51,3406;4,399;0,9405;1,2432;273,3631;3,4005;15,4177;"2,5573";"1,21";"0,6672";"0,2898";"0,0247";"4943,9";"407,9";"147,1";"47,9";"3,3";"489";"10";"0";"0";"0";"0";"9";"18";"3";"0";"1,8259";"0,4932";"0,195";"0,0641";"0,0343";"2547,2";"205,6";"70,5";"21,2";"10,4";"1,5193";"0,3547";"0,1651";"0,0623";"0,035";"2387,3";"181,3";"74,4";"33,6";"18,6";"1,6748";"0,8783";"0,7275";"0,4789";"0,3559";"0,2202";"0,1088";"0,0835";"0,0603";"0,0377";"0,1232";"4348";"556,6";"264,6";"135,2";"86,1";"51,8";"27";"21,9";"15";"9,9";"34";"0";"0";"0";"0";"0";"0";"76";"92";"57";"58";"0";"87";"109";"48";"39"
45321;Treino Tecnico 30-01-24;Gerson Junior;all; training; 45321,684844907;45321,757320602;"6262";5,4743;210,675;3;35;81;73;680,5119;1;25,3922;52,453;4,3305;0,6995;0,7761;307,6469;2,0186;15,6614;"3,2609";"1,3164";"0,6864";"0,2042";"0,0065";"5627,6";"448,7";"150,2";"34,5";"0,9";"218";"1";"0";"0";"0";"0";"24";"10";"1";"0";"2,1361";"0,5636";"0,1745";"0,0638";"0,0197";"2480";"262,1";"57,7";"19,6";"5,6";"1,8266";"0,4358";"0,1779";"0,0622";"0,0141";"3101,3";"225,2";"76,7";"26,6";"7,1";"2,0415";"1,2225";"0,8033";"0,4941";"0,3574";"0,1715";"0,0894";"0,0694";"0,0529";"0,0431";"0,1293";"4814,6";"780,6";"294,3";"141,8";"87,4";"43,4";"24,9";"18,4";"13,8";"10,7";"32";"0";"0";"0";"0";"0";"0";"124";"97";"53";"28";"0";"124";"87";"53";"20"
45320;Jg Of 4 Audax Rio 0x1 Boa Vista;Clisman Miller;all; game; 45320,912157407;45320,947030093;"3013";4,2701;439,552;13;33;38;45;558,8199;5;33,1763;85,0343;6,898;0,8961;0,7567;179,2707;8,7531;34,1022;"2,1376";"0,9898";"0,7032";"0,2988";"0,1408";"2463,3";"330";"152,9";"49,4";"17,4";"91";"5";"0";"0";"0";"0";"13";"13";"2";"5";"1,6957";"0,2736";"0,1325";"0,0567";"0,0219";"1235,2";"107,5";"37,9";"15,4";"5,4";"1,6259";"0,3064";"0,1176";"0,032";"0,0078";"1430,5";"125,1";"40,1";"12,5";"3,4";"0,8667";"1,3019";"0,5781";"0,4652";"0,3974";"0,2046";"0,1207";"0,0903";"0,0651";"0,043";"0,1369";"1652,9";"809,4";"201,8";"125,9";"89,5";"43,9";"24,6";"17,4";"12,4";"8,9";"26,3";"0";"0";"0";"0";"0";"0";"58";"50";"23";"15";"0";"48";"39";"26";"19"
45321;Treino Tecnico 30-01-24;Clisman Miller;all; training; 45321,685445602;45321,710920139;"2201";1,6075;81,681;1;13;39;22;223,7341;0;27,7522;43,8216;3,7806;0,5997;1,0632;90,5109;2,2267;12,3262;"1,0077";"0,2666";"0,2515";"0,0711";"0,0106";"2044,7";"88,6";"54";"12,3";"1,4";"18";"0";"0";"0";"0";"0";"5";"7";"1";"0";"0,6632";"0,1765";"0,0552";"0,0222";"0,0085";"1016,5";"78";"17,1";"5,8";"2,1";"0,4815";"0,0975";"0,0585";"0,0313";"0,0132";"984";"55,8";"22,9";"11,7";"7,1";"0,6387";"0,3649";"0,1591";"0,1324";"0,12";"0,0365";"0,0298";"0,0203";"0,0188";"0,013";"0,0741";"1797,9";"235,8";"57,7";"36,2";"25,7";"9";"6,5";"5,2";"4,8";"3,2";"19";"0";"0";"0";"0";"0";"0";"19";"22";"20";"19";"0";"25";"30";"14";"8"
45323;Jg Of 5 V Redonda 2x0 Audax Rio;Clisman Miller;all; game; 45323,789612269;45323,880918981;"7889";12,9007;956,603;29;103;113;141;1682,8238;3;30,7042;98,117;7,9336;1,0724;0,8594;544,8266;7,2755;41,2897;"5,7447";"3,8215";"2,378";"0,7721";"0,1845";"5954,4";"1259,1";"523,3";"127,6";"24,5";"138";"3";"0";"0";"0";"0";"56";"29";"8";"10";"5,1109";"1,0422";"0,3698";"0,1293";"0,0436";"3190,4";"406,8";"118,3";"39,1";"12,1";"4,7083";"1,0915";"0,3158";"0,0756";"0,0137";"3516";"437,7";"128,1";"33,3";"7,1";"2,1904";"3,5976";"2,3193";"1,825";"1,2076";"0,6618";"0,4044";"0,2319";"0,1456";"0,0927";"0,2243";"3687";"2228,2";"806,2";"496";"284,5";"144,7";"87,9";"51,1";"31,5";"21,6";"50,2";"0";"0";"0";"0";"0";"0";"234";"208";"81";"32";"0";"227";"149";"97";"44"
45326;Jogo Of 6 Audax Rio 0x1 Bangu;Clisman Miller;all; game; 45326,890167824;45326,95546412;"5641";7,8085;700,776;20;60;78;75;1016,746;1;34,0163;83,0544;6,7061;0,7977;0,8296;329,8575;7,4537;33,887;"4,0366";"1,9593";"1,1118";"0,5343";"0,1665";"4621,2";"668,1";"243";"87,6";"21,5";"91";"1";"0";"0";"0";"0";"35";"17";"4";"4";"3,1278";"0,5793";"0,2217";"0,0818";"0,0323";"2146,6";"221,2";"68,6";"23,5";"9";"2,8939";"0,5973";"0,2139";"0,0468";"0,0138";"2827,2";"238,1";"79,9";"20,8";"6,5";"1,5603";"2,5529";"1,1821";"0,8312";"0,5775";"0,3624";"0,241";"0,1381";"0,1024";"0,072";"0,1887";"3037,8";"1581,5";"424";"231";"135,9";"76,2";"49,2";"30";"21,7";"14,5";"39,6";"0";"0";"0";"0";"0";"0";"132";"112";"48";"30";"0";"142";"85";"47";"28"
45328;Treino Tecnico 06-02-24;Clisman Miller;all; training; 45328,708456019;45328,771905093;"5482";4,5146;37,501;1;13;74;55;580,0917;0;24,7282;49,4121;3,9356;0,602;0,8099;228,5576;0,4104;15,4123;"3,0097";"1,1039";"0,3636";"0,0353";"0,0022";"5016,1";"377,1";"82,6";"5,9";"0,3";"79";"0";"0";"0";"0";"0";"11";"2";"0";"0";"1,7901";"0,4586";"0,139";"0,0291";"0,0107";"2032,5";"229,5";"56,9";"11,2";"3,7";"1,5921";"0,3216";"0,123";"0,0403";"0,0101";"2854";"201,4";"64";"23";"5,8";"1,7797";"1,2111";"0,6763";"0,4049";"0,1775";"0,0887";"0,053";"0,0413";"0,0218";"0,0145";"0,0458";"4199,2";"776,3";"250,6";"121,9";"53,4";"26,5";"16";"12,9";"7,2";"4,3";"13,7";"0";"0";"0";"0";"0";"0";"87";"94";"48";"26";"0";"95";"102";"38";"17"
45337;Jg OF 8 Portuguesa 1x0 Audax Rio;Clisman Miller;all; game; 45337,852898148;45337,880193287;"2358";3,4289;200,311;5;19;35;44;446,6052;4;29,2642;87,2501;7,0439;1,1196;0,8906;143,5121;5,097;36,1859;"1,6377";"1,0213";"0,5696";"0,148";"0,0523";"1862,6";"337";"127,1";"24,6";"6,8";"39";"3";"1";"0";"0";"0";"9";"4";"6";"0";"1,4303";"0,2455";"0,0768";"0,0377";"0,0188";"959,8";"104,6";"23,4";"11,9";"5,1";"1,2551";"0,2457";"0,081";"0,0282";"0,0098";"1094,3";"110,3";"32,4";"12";"4,3";"0,6887";"0,9678";"0,6358";"0,4983";"0,2766";"0,11";"0,0675";"0,0517";"0,0282";"0,0213";"0,0831";"1255,7";"599,8";"220,2";"136,2";"64,7";"25,5";"14,5";"11,4";"6,3";"5,3";"18,5";"0";"0";"0";"0";"0";"0";"61";"42";"19";"16";"0";"70";"25";"28";"16"
45327;Treino Tecnico G2 05-02-24;Matheus Rodrigues;all; training; 45327,690653935;45327,733900463;"3736";3,2408;43,803;1;11;80;73;546,8498;0;21,2722;52,0473;4,3897;1,1724;1,2848;169,7967;0,7035;16,5074;"1,8528";"0,9445";"0,3997";"0,0438";"0";"3317,1";"322,2";"89,6";"7,6";"0";"78";"0";"0";"0";"0";"0";"4";"7";"0";"0";"1,1227";"0,3903";"0,1482";"0,0543";"0,0144";"1617,9";"185,6";"59,7";"20,2";"4,6";"1,0236";"0,3116";"0,1312";"0,0406";"0,0039";"1583,2";"165,6";"72,4";"24,7";"2,6";"1,2482";"0,5717";"0,5303";"0,3881";"0,2049";"0,1087";"0,0748";"0,0409";"0,025";"0,0161";"0,0323";"2916,6";"354,5";"201";"116,6";"58,7";"32";"21,9";"12,8";"8";"4,8";"9,6";"0";"0";"0";"0";"0";"0";"76";"87";"68";"12";"0";"80";"88";"54";"19"
45327;Treino Tecnico G2 05-02-24;Joao Cabral;all; training; 45327,690731481;45327,754865741;"5541";3,8424;38,499;0;18;75;56;624,5023;2;22,3762;41,6071;3,4171;0,6064;0,8121;217,6588;0,4169;12,7139;"2,4315";"0,9735";"0,3989";"0,0385";"0";"5108,6";"338,7";"87,3";"6,6";"0";"73";"2";"0";"0";"0";"0";"10";"7";"1";"0";"1,5452";"0,4171";"0,141";"0,0408";"0,0077";"2283,7";"208,1";"55,6";"14,5";"2,4";"1,2093";"0,2964";"0,1355";"0,038";"0,0113";"2691,1";"186,4";"71,6";"21,7";"6,1";"1,6273";"0,7997";"0,5862";"0,3472";"0,1976";"0,0913";"0,0489";"0,0457";"0,0282";"0,0239";"0,0464";"4582,8";"488,2";"224,4";"106,7";"55,9";"27,2";"13,7";"12,8";"8,7";"6,6";"14,2";"0";"0";"0";"0";"0";"0";"100";"99";"51";"24";"0";"106";"113";"44";"12"
45327;Treino Tecnico G2 05-02-24;Felipe Rezende;all; training; 45327,690915509;45327,75572338;"5599";4,0382;191,061;8;30;99;87;445,5608;2;26,8082;43,2739;3,762;0,9323;1,0609;242,3445;2,0474;15,4356;"2,0554";"1,1937";"0,5979";"0,1744";"0,0166";"5027,6";"408,3";"131,9";"29,3";"2,3";"340";"2";"0";"0";"0";"0";"15";"14";"1";"0";"1,4823";"0,4532";"0,1807";"0,0691";"0,0277";"1799,1";"210,6";"68,6";"24";"8,3";"1,2173";"0,3698";"0,1588";"0,058";"0,0212";"3166,8";"201,6";"78,8";"29,5";"12,1";"1,1874";"0,8806";"0,6806";"0,4576";"0,3262";"0,1634";"0,0962";"0,07";"0,0486";"0,0281";"0,0997";"4459";"537,4";"252,8";"133,3";"83,7";"42,4";"25,2";"17,9";"12,4";"7,5";"27,8";"5599,4";"0";"0";"0";"0";"0";"86";"93";"58";"41";"0";"93";"100";"60";"27"
45343;Cop  Brasil Audax 0x0 Portuguesa;Felipe Rezende;all; game; 45343,805668981;45343,899672454;"8122";11,8658;1053,699;30;101;121;135;1221,5322;2;33,7763;87,6569;7,1106;0,9973;0,8939;488,3048;7,784;36,7352;"5,1221";"3,6054";"2,0846";"0,8057";"0,248";"6296,9";"1201,3";"459";"132,8";"31,9";"253";"2";"0";"0";"0";"0";"47";"32";"16";"6";"4,4957";"0,9307";"0,3161";"0,113";"0,0908";"3066,6";"357,1";"103,6";"33,8";"24";"4,6016";"0,9579";"0,2558";"0,079";"0,0252";"4013,9";"377,3";"98,9";"34,1";"12,6";"1,9975";"3,2115";"2,228";"1,6494";"1,0327";"0,6139";"0,3606";"0,246";"0,1655";"0,1146";"0,2461";"4311";"1972,4";"783,2";"447,3";"241,1";"131,4";"76,1";"50,1";"33,6";"21,6";"54,1";"8121,9";"0";"0";"0";"0";"0";"225";"131";"78";"43";"0";"193";"130";"72";"63"
45320;Jg Of 4 Audax Rio 0x1 Boa Vista;Edilson Junior;all; game; 45320,850657407;45320,946896991;"8315";10,6648;903,702;29;83;118;98;1229,0348;7;32,3123;76,9561;6,2469;0,7072;0,8515;457,3292;6,521;30,8932;"5,1596";"3,0551";"1,5464";"0,6476";"0,2561";"6804,6";"1030";"341,4";"105,4";"33,7";"129";"7";"0";"0";"0";"0";"47";"27";"7";"2";"4,4124";"0,7231";"0,3187";"0,1327";"0,0572";"3343,9";"286";"91,1";"37,1";"14,9";"3,8476";"0,7691";"0,2757";"0,1025";"0,0259";"4069,6";"318,7";"100,9";"40,4";"12,5";"2,2564";"2,9936";"1,9928";"1,2426";"0,7125";"0,4483";"0,2979";"0,1805";"0,122";"0,0965";"0,3216";"4950,2";"1845,2";"705,1";"339,9";"167,2";"94,4";"59,1";"37,2";"26,4";"20,7";"69,7";"0";"0";"0";"0";"0";"0";"176";"113";"75";"43";"0";"171";"97";"52";"46"
45323;Jg Of 5 V Redonda 2x0 Audax Rio;Edilson Junior;all; game; 45323,789609954;45323,88137963;"7929";11,2987;1006,482;32;82;100;92;1289,5376;3;31,6483;85,4994;6,8738;0,6962;0,7567;484,3697;7,6162;36,1513;"5,4995";"3,253";"1,5398";"0,7704";"0,2361";"6337,9";"1091,3";"341,5";"126,9";"31,3";"120";"3";"0";"0";"0";"0";"49";"18";"10";"5";"4,6634";"0,8355";"0,2843";"0,1329";"0,038";"3132,6";"344,7";"87,7";"36";"10,7";"4,1631";"0,7907";"0,2824";"0,0825";"0,026";"3816,4";"347,3";"106,4";"34,2";"12,9";"2,1811";"3,4417";"2,0619";"1,3404";"0,7547";"0,5257";"0,3022";"0,198";"0,1333";"0,0956";"0,2642";"4235";"2103,6";"724,1";"371,5";"178,3";"107,2";"59,9";"40";"28,8";"20,8";"59,7";"0";"0";"0";"0";"0";"0";"197";"134";"60";"40";"0";"202";"113";"58";"34"
45327;Treino Tecnico G2 05-02-24;Edilson Junior;all; training; 45327,690577546;45327,754820602;"5550";3,3802;105,994;4;16;53;31;384,8573;3;24,2882;36,5422;2,9305;0,3351;0,573;181,5287;1,1459;12,2261;"2,1026";"0,8451";"0,3264";"0,106";"0";"5167,4";"292,7";"72,4";"17,9";"0";"41";"4";"0";"0";"0";"0";"9";"7";"0";"0";"1,3605";"0,3713";"0,1101";"0,0171";"0,0025";"1656,9";"189,5";"45,7";"6,8";"0,7";"1,1331";"0,2497";"0,0985";"0,0311";"0,0062";"3409,1";"161,1";"57,6";"19,1";"3,9";"1,2045";"0,9026";"0,5071";"0,3303";"0,1903";"0,0922";"0,0428";"0,0317";"0,024";"0,0201";"0,0346";"4575,6";"563,7";"193,3";"99,8";"50,2";"24,9";"12,6";"8,2";"6,5";"5,3";"10,3";"0";"0";"0";"0";"0";"0";"82";"85";"36";"17";"0";"80";"92";"28";"3"
45328;Treino Tecnico 06-02-24;Edilson Junior;all; training; 45328,70718287;45328,772104167;"5609";4,6864;97,332;2;23;91;69;553,2625;3;25,1442;50,1307;4,1687;0,7381;0,9734;253,0373;1,0412;17,9509;"2,7477";"1,3264";"0,515";"0,0952";"0,0021";"5019,8";"458,3";"114,6";"16,2";"0,3";"84";"3";"0";"0";"0";"0";"20";"3";"0";"0";"1,7599";"0,5209";"0,1777";"0,0598";"0,0134";"2014,6";"242,3";"67,9";"20,4";"4,4";"1,5467";"0,3742";"0,1636";"0,0562";"0,0139";"2930,8";"210,2";"82,4";"28,9";"7,3";"1,5115";"1,2372";"0,8075";"0,4556";"0,2689";"0,1334";"0,0827";"0,0474";"0,0428";"0,0237";"0,0757";"4214,1";"765,6";"302,5";"136,4";"73,4";"37,5";"24,2";"13,9";"13";"6,8";"21,8";"0";"0";"0";"0";"0";"0";"89";"114";"62";"29";"0";"115";"108";"50";"19"
45335;Treino Tecnico 13-02-24;Edilson Junior;all; training; 45335,689821759;45335,742603009;"4560";3,6485;204,185;7;28;50;46;423,2876;0;25,9122;48,0069;3,9229;0,6053;0,6579;173,2218;2,6866;15,42;"1,9737";"0,9187";"0,5519";"0,1877";"0,0165";"4097,9";"308,1";"121,2";"30,8";"2,3";"57";"0";"0";"0";"0";"0";"17";"10";"1";"0";"1,4018";"0,3125";"0,1321";"0,0466";"0,011";"1525,2";"124,9";"40,8";"14,8";"3,1";"1,3101";"0,2857";"0,1007";"0,0396";"0,0085";"2673,2";"117";"40,8";"16,8";"3,7";"1,1589";"0,8014";"0,567";"0,4235";"0,2463";"0,1571";"0,0768";"0,0556";"0,0518";"0,0357";"0,0743";"3563,6";"509,8";"204,1";"116,7";"58,9";"35,3";"18,3";"13,7";"12,1";"8,7";"19,1";"0";"0";"0";"0";"0";"0";"62";"50";"33";"17";"0";"61";"48";"35";"11"
